# r[Mpc/h], xi_(\Psi\delta)[unitless], V[Mpc/h]; V(0) is 0.016 Mpc/h
1.000000000000000082e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.001152013171990522e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.002305353478331660e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.003460022447895266e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.004616021611323237e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.005773352501012355e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.006932016651132582e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.008092015597613841e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.009253350878160763e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.010416024032250138e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.011580036601125500e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.012745390127814739e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.013912086157114861e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.015080126235610281e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.016249511911659608e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.017420244735410722e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.018592326258797900e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.019765758035536554e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.020940541621140522e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.022116678572907320e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.023294170449936613e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.024473018813116153e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.025653225225137701e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.026834791250493811e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.028017718455472578e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.029202008408175086e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.030387662678500500e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.031574682838164701e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.032763070460686227e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.033952827121402365e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.035143954397465253e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.036336453867837478e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.037530327113309356e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.038725575716483682e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.039922201261794708e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.041120205335493569e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.042319589525665738e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.043520355422225089e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.044722504616911872e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.045926038703307616e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.047130959276821746e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.048337267934709882e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.049544966276059267e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.050754055901805709e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.051964538414729345e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.053176415419450068e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.054389688522445144e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.055604359332034138e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.056820429458397374e-05 -4.561859063656750963e-06 1.570690399080942184e-02
1.058037900513562218e-05 -4.561859063656750963e-06 1.570690399080942184e-02
